ID,Player,Team,Position,Year,Week,Home,Atts,Comps,Comp %,Yards,Yards per Att,Yards per Comp,Ints,TDs,Two Pts,Two Pt Atts,Tgt,Rec,Rec %,Yards,Yards per Tgt,Yards per Rec,Yards after Catch,TDs,Two Pts,Carries,Yards,YPC,Yards after Catch,TDs,Two Pts,Fumbles,Fumbles Lost,Fantasy Pts,passingAttsGm,passingCmpsGm,passingCmpPerGm,passingYardsGm,passingIntsGm,passingTDsGm,passingTwoPtsGm,passingTwoPtAttsGm,yardsPerAttGm,yardsPerCmpGm,receivingTargetsGm,receivingReceptionsGm,receivingYardsGm,receivingYardsAfterCatchGm,receivingTDsGm,receivingTwoPtsGm,catchPerGm,yardsPerTarGm,yardsPerCatGm,rushingAttemptsGm,rushingYardsGm,rushingYardsAfterContactGm,rushingTDsGm,rushingTwoPtsGm,yardsPerCarryGm,fumblesGm,fumblesLostGm,fantasyPtsGmattemptsTot,completionsTot,pYardsTot,interceptionsTot,pTdsTot,pTwoPtsTot,pTwoPtAttsTot,targetsTot,receptionsTot,rYardsTot,yardsAfterCatchTot,rTdsTot,rTwoPtsTot,carriesTot,ruYardsTot,yardsAfterContactTot,ruTdsTot,ruTwoPtsTot,fumblesTot,fumblesLostTot,fantasyPtsTotal
00-0032417,Paul Perkins,NYG,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,2,0,9,3,0,13,0,0,7,16,2,0,0,0,0,0,2.5,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,9,13,0,0,0.666666667,3,4.5,7,16,0,0,0,Infinity,0,0,2.50.0,0,0,0,0,0,0,3,2,9,13,0,0,7,16,0,0,0,0,0,2.5
00-0032423,Trevor Davis,GB,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032429,Jerell Adams,NYG,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032430,David Morgan,MIN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032431,Jake Rudock,DET,QB,2017,1,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,0,1,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,2.00.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00-0032450,Dwayne Washington,DET,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,3,0,0,0,0,0,2.2,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,6,22,0,0,0,Infinity,0,0,2.20.0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,2.2
00-0032464,Kalif Raymond,NYJ,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,2,0,-2.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2
00-0032475,Tanner McEvoy,SEA,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032543,Alex Erickson,CIN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032659,Roger Lewis,NYG,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,6,4,0,54,9,0,9,0,0,0,0,0,0,0,0,0,0,5.4,0,0,NaN,0,0,0,0,0,NaN,NaN,6,4,54,9,0,0,0.666666667,9,13.5,0,0,0,0,0,NaN,0,0,5.40.0,0,0,0,0,0,0,6,4,54,9,0,0,0,0,0,0,0,0,0,5.4
00-0032688,Robby Anderson,NYJ,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,1,0,8,4,0,22,2,0,12,0,0,0,0,0,0,0,0,0,0,4.2,0,0,NaN,0,0,0,1,0,NaN,NaN,8,4,22,12,0,0,0.5,2.75,5.5,0,0,0,0,0,NaN,0,0,4.20.0,0,0,0,0,1,0,8,4,22,12,0,0,0,0,0,0,0,0,0,4.2
00-0032725,Stephen Anderson,HOU,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,2,0,14,2,0,11,0,0,0,0,0,0,0,0,0,0,1.4,0,0,NaN,0,0,0,0,0,NaN,NaN,5,2,14,11,0,0,0.4,2.8,7,0,0,0,0,0,NaN,0,0,1.40000000000000010.0,0,0,0,0,0,0,5,2,14,11,0,0,0,0,0,0,0,0,0,1.4
00-0032764,Derrick Henry,TEN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,4,0,0,0,0,0,2.5,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,6,25,0,0,0,Infinity,0,0,2.50.0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,2.5
00-0032765,Michael Thomas,NO,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,8,5,0,45,5,0,7,0,0,0,0,0,0,0,0,0,0,4.5,0,0,NaN,0,0,0,0,0,NaN,NaN,8,5,45,7,0,0,0.625,5.625,9,0,0,0,0,0,NaN,0,0,4.50.0,0,0,0,0,0,0,8,5,45,7,0,0,0,0,0,0,0,0,0,4.5
00-0032780,Jordan Howard,CHI,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,3,0,14,2,0,19,0,0,13,52,4,0,1,0,0,0,12.6,0,0,NaN,0,0,0,0,0,NaN,NaN,5,3,14,19,0,0,0.6,2.8,4.666666667,13,52,0,0,0,Infinity,0,0,12.6000000000000010.0,0,0,0,0,0,0,5,3,14,19,0,0,13,52,0,1,0,0,0,12.6
00-0032782,Wendell Smallwood,PHI,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,0,0,0,0,4,4,1,0,0,0,0,0,0.9,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,5,0,0,0,1,5,5,4,4,0,0,0,Infinity,0,0,0.90.0,0,0,0,0,0,0,1,1,5,0,0,0,4,4,0,0,0,0,0,0.9
00-0032795,Cody Core,CIN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032813,Elijhaa Penny,ARI,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032881,Tommylee Lewis,NO,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,2,0,52,17,0,13,0,0,0,0,0,0,0,0,0,0,5.2,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,52,13,0,0,0.666666667,17.33333333,26,0,0,0,0,0,NaN,0,0,5.20.0,0,0,0,0,0,0,3,2,52,13,0,0,0,0,0,0,0,0,0,5.2
00-0032918,C.J. Ham,MIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0032940,DeAndre Washington,OAK,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,18,9,0,21,0,0,3,4,1,0,0,0,0,0,2.2,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,18,21,0,0,1,9,9,3,4,0,0,0,Infinity,0,0,2.20.0,0,0,0,0,0,0,2,2,18,21,0,0,3,4,0,0,0,0,0,2.2
00-0032950,Carson Wentz,PHI,QB,2017,1,FALSE,39,26,0,307,7,11,1,2,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,0,0,1,1,16.88,39,26,1.5,307,1,2,0,0,7.871794872,11.80769231,0,0,0,0,0,0,NaN,NaN,NaN,4,6,0,0,0,0.153846154,1,1,16.88000000000000339.0,26,307,1,2,0,0,0,0,0,0,0,0,4,6,0,0,0,1,1,16.88
00-0032951,Laquon Treadwell,MIN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,7,0,0,0,1,7,7,0,0,0,0,0,NaN,0,0,0.70000000000000010.0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0.7
00-0032966,Corey Coleman,CLE,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,6,5,0,53,8,0,-1,1,0,0,0,0,0,0,0,0,0,11.3,0,0,NaN,0,0,0,0,0,NaN,NaN,6,5,53,-1,1,0,0.833333333,8.833333333,10.6,0,0,0,1,0,NaN,0,0,11.30.0,0,0,0,0,0,0,6,5,53,-1,1,0,0,0,0,0,0,0,0,11.3
00-0033009,Tyler Boyd,CIN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,1,0,11,2,0,9,0,0,0,0,0,0,0,0,0,0,1.1,0,0,NaN,0,0,0,0,0,NaN,NaN,4,1,11,9,0,0,0.25,2.75,11,0,0,0,0,0,NaN,0,0,1.10.0,0,0,0,0,0,0,4,1,11,9,0,0,0,0,0,0,0,0,0,1.1
00-0033025,Jalen Richard,OAK,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,6,6,0,0,0,0,5,22,4,0,0,0,1,0,1.8,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,6,0,0,0,1,6,6,5,22,0,0,0,Infinity,1,0,1.80000000000000030.0,0,0,0,0,0,0,1,1,6,0,0,0,5,22,0,0,0,1,0,1.8
00-0033040,Tyreek Hill,KC,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,8,7,0,133,16,0,55,1,0,2,5,2,0,0,0,1,0,18.8,0,0,NaN,0,0,0,0,0,NaN,NaN,8,7,133,55,1,0,0.875,16.625,19,2,5,0,1,0,Infinity,1,0,18.80.0,0,0,0,0,0,0,8,7,133,55,1,0,2,5,0,0,0,1,0,18.8
00-0033045,Ezekiel Elliott,DAL,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,5,1,36,7,0,42,0,0,24,104,4,0,0,0,0,0,14,0,0,NaN,0,0,0,0,0,NaN,NaN,5,5,36,42,0,0,1,7.2,7.2,24,104,0,0,0,Infinity,0,0,14.00.0,0,0,0,0,0,0,5,5,36,42,0,0,24,104,0,0,0,0,0,14
00-0033069,Braxton Miller,HOU,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033077,Dak Prescott,DAL,QB,2017,1,TRUE,39,24,0,268,6,11,0,1,0,0,0,0,0,0,0,0,0,0,0,3,24,8,0,0,0,0,0,17.12,39,24,1.625,268,0,1,0,0,6.871794872,11.16666667,0,0,0,0,0,0,NaN,NaN,NaN,3,24,0,0,0,0.615384615,0,0,17.1239.0,24,268,0,1,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,17.12
00-0033079,Ricardo Louis,CLE,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,2,0,32,10,0,10,0,0,0,0,0,0,0,0,0,0,3.2,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,32,10,0,0,0.666666667,10.66666667,16,0,0,0,0,0,NaN,0,0,3.20.0,0,0,0,0,0,0,3,2,32,10,0,0,0,0,0,0,0,0,0,3.2
00-0033080,Seth DeValve,CLE,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,4,0,42,8,0,28,0,0,0,0,0,0,0,0,0,0,4.2,0,0,NaN,0,0,0,0,0,NaN,NaN,5,4,42,28,0,0,0.8,8.4,10.5,0,0,0,0,0,NaN,0,0,4.20.0,0,0,0,0,0,0,5,4,42,28,0,0,0,0,0,0,0,0,0,4.2
00-0033106,Jared Goff,LA,QB,2017,1,TRUE,29,21,0,306,10,14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,16.44,29,21,1.380952381,306,0,1,0,0,10.55172414,14.57142857,0,0,0,0,0,0,NaN,NaN,NaN,1,2,0,0,0,0.068965517,0,0,16.4429.0,21,306,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,16.44
00-0033110,Tyler Higbee,LA,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,2,0,17,5,0,5,0,0,0,0,0,0,0,0,0,0,1.7,0,0,NaN,0,0,0,0,0,NaN,NaN,3,2,17,5,0,0,0.666666667,5.666666667,8.5,0,0,0,0,0,NaN,0,0,1.70000000000000020.0,0,0,0,0,0,0,3,2,17,5,0,0,0,0,0,0,0,0,0,1.7
00-0033111,Pharoh Cooper,LA,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033119,Jacoby Brissett,IND,QB,2017,1,FALSE,3,2,0,51,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,3,2,1.5,51,0,0,0,0,17,25.5,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,0,0,0,2.043.0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04
00-0033280,Christian McCaffrey,CAR,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,7,5,0,38,5,0,37,0,0,13,47,3,0,0,0,1,1,6.5,0,0,NaN,0,0,0,0,0,NaN,NaN,7,5,38,37,0,0,0.714285714,5.428571429,7.6,13,47,0,0,0,Infinity,1,1,6.50.0,0,0,0,0,0,0,7,5,38,37,0,0,13,47,0,0,0,1,1,6.5
00-0033288,George Kittle,SF,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,6,5,0,27,4,0,17,0,0,0,0,0,0,0,0,0,0,2.7,0,0,NaN,0,0,0,0,0,NaN,NaN,6,5,27,17,0,0,0.833333333,4.5,5.4,0,0,0,0,0,NaN,0,0,2.70.0,0,0,0,0,0,0,6,5,27,17,0,0,0,0,0,0,0,0,0,2.7
00-0033292,Trent Taylor,SF,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,8,8,0,2,0,0,0,0,0,0,0,0,0,0,0.8,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,8,2,0,0,1,8,8,0,0,0,0,0,NaN,0,0,0.80.0,0,0,0,0,0,0,1,1,8,2,0,0,0,0,0,0,0,0,0,0.8
00-0033308,Matt Breida,SF,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,0,0,0,0,0,1.1,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,4,11,0,0,0,Infinity,0,0,1.10.0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1.1
00-0033466,Isaiah McKenzie,DEN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033537,Deshaun Watson,HOU,QB,2017,1,TRUE,23,12,0,102,4,8,1,1,0,0,0,0,0,0,0,0,0,0,0,2,16,8,0,0,0,1,1,5.68,23,12,1.916666667,102,1,1,0,0,4.434782609,8.5,0,0,0,0,0,0,NaN,NaN,NaN,2,16,0,0,0,0.695652174,1,1,5.6823.0,12,102,1,1,0,0,0,0,0,0,0,0,2,16,0,0,0,1,1,5.68
00-0033553,James Conner,PIT,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,2,0,0,0,0,0,1.1,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,4,11,0,0,0,Infinity,0,0,1.10.0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1.1
00-0033555,Mack Hollins,PHI,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033556,Tarik Cohen,CHI,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,12,8,0,47,3,0,31,1,0,5,66,13,0,0,0,0,0,17.3,0,0,NaN,0,0,0,0,0,NaN,NaN,12,8,47,31,1,0,0.666666667,3.916666667,5.875,5,66,0,1,0,Infinity,0,0,17.30.0,0,0,0,0,0,0,12,8,47,31,1,0,5,66,0,0,0,0,0,17.3
00-0033562,Ryan Switzer,DAL,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033576,Eric Saubert,ATL,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033594,Chris Carson,SEA,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,0,6,0,0,6,39,6,0,0,0,0,0,4.9,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,10,6,0,0,1,10,10,6,39,0,0,0,Infinity,0,0,4.90.0,0,0,0,0,0,0,1,1,10,6,0,0,6,39,0,0,0,0,0,4.9
00-0033596,Matt Dayes,CLE,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,2,1,9,4,0,5,0,0,3,7,2,0,0,0,0,0,1.6,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,9,5,0,0,1,4.5,4.5,3,7,0,0,0,Infinity,0,0,1.60.0,0,0,0,0,0,0,2,2,9,5,0,0,3,7,0,0,0,0,0,1.6
00-0033681,Keelan Cole,JAX,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,2,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033699,Austin Ekeler,LAC,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,2,2,1,18,9,0,21,0,0,0,0,0,0,0,0,0,0,1.8,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,18,21,0,0,1,9,9,0,0,0,0,0,NaN,0,0,1.80.0,0,0,0,0,0,0,2,2,18,21,0,0,0,0,0,0,0,0,0,1.8
00-0033725,Corey Clement,PHI,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033760,Justin Davis,LA,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.1,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,1,1,0,0,0,Infinity,0,0,0.10.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.1
00-0033838,Trey Edmunds,NO,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033840,Chad Hansen,NYJ,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033856,Leonard Fournette,JAX,RB,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,3,3,1,24,8,0,25,0,0,26,100,3,0,1,0,0,0,18.4,0,0,NaN,0,0,0,0,0,NaN,NaN,3,3,24,25,0,0,1,8,8,26,100,0,0,0,Infinity,0,0,18.40.0,0,0,0,0,0,0,3,3,24,25,0,0,26,100,0,1,0,0,0,18.4
00-0033857,JuJu Smith-Schuster,PIT,WR,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,NaN,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033858,Jonnu Smith,TEN,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,0,0,0,0,NaN,0,0,0.00.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
00-0033871,Corey Davis,TEN,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,10,6,0,69,6,0,23,0,0,0,0,0,0,0,0,0,0,6.9,0,0,NaN,0,0,0,0,0,NaN,NaN,10,6,69,23,0,0,0.6,6.9,11.5,0,0,0,0,0,NaN,0,0,6.90.0,0,0,0,0,0,0,10,6,69,23,0,0,0,0,0,0,0,0,0,6.9
00-0033881,Evan Engram,NYG,TE,2017,1,FALSE,0,0,0,0,0,0,0,0,0,0,5,4,0,44,8,0,20,0,0,0,0,0,0,0,0,0,0,4.4,0,0,NaN,0,0,0,0,0,NaN,NaN,5,4,44,20,0,0,0.8,8.8,11,0,0,0,0,0,NaN,0,0,4.40.0,0,0,0,0,0,0,5,4,44,20,0,0,0,0,0,0,0,0,0,4.4
00-0033885,David Njoku,CLE,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,2,2,1,20,10,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,NaN,0,0,0,0,0,NaN,NaN,2,2,20,8,0,0,1,10,10,0,0,0,0,0,NaN,0,0,2.00.0,0,0,0,0,0,0,2,2,20,8,0,0,0,0,0,0,0,0,0,2
00-0033891,Zay Jones,BUF,WR,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,4,1,0,21,5,0,7,0,0,0,0,0,0,0,0,0,0,2.1,0,0,NaN,0,0,0,0,0,NaN,NaN,4,1,21,7,0,0,0.25,5.25,21,0,0,0,0,0,NaN,0,0,2.10.0,0,0,0,0,0,0,4,1,21,7,0,0,0,0,0,0,0,0,0,2.1
00-0033893,Dalvin Cook,MIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,5,3,0,10,2,0,12,0,0,22,127,5,0,0,0,0,0,13.7,0,0,NaN,0,0,0,0,0,NaN,NaN,5,3,10,12,0,0,0.6,2,3.333333333,22,127,0,0,0,Infinity,0,0,13.7000000000000010.0,0,0,0,0,0,0,5,3,10,12,0,0,22,127,0,0,0,0,0,13.7
00-0033895,Gerald Everett,LA,TE,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,1,1,1,39,39,0,9,0,0,0,0,0,0,0,0,0,0,3.9,0,0,NaN,0,0,0,0,0,NaN,NaN,1,1,39,9,0,0,1,39,39,0,0,0,0,0,NaN,0,0,3.90000000000000040.0,0,0,0,0,0,0,1,1,39,9,0,0,0,0,0,0,0,0,0,3.9
00-0033897,Joe Mixon,CIN,RB,2017,1,TRUE,0,0,0,0,0,0,0,0,0,0,3,3,1,15,5,0,18,0,0,8,9,1,0,0,0,0,0,2.4,0,0,NaN,0,0,0,0,0,NaN,NaN,3,3,15,18,0,0,1,5,5,8,9,0,0,0,Infinity,0,0,2.40.0,0,0,0,0,0,0,3,3,15,18,0,0,8,9,0,0,0,0,0,2.4
